Category	Group	Type	Subtype_name	Subtype	req_domain_code	Required_domains	less_strict	Alt_req	Cannot_have	Uniprot_human	Uniprot_DroMel	citation	DOI	Link
IMMUNITY	Immune receptor	lectins	Legume-like lectin	L-type lectin	Lectin_leg	IPR005052						Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
IMMUNITY	Immune receptor	lectins	mannose 6-phosphate receptor homology domain containing 	P-type lectin	MRH	IPR044865	IPR009011					Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	lectins	Mannose-binding lectin	MBP	Collectin_CTLD	IPR033990				P48740		Nauta et al. 2003	10.1002/eji.200323888	https://pubmed.ncbi.nlm.nih.gov/14515269/
IMMUNITY	Immune receptor	lectins	Pentraxins	Pentraxins	Pentaxin_CS	IPR030476	IPR001759					Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
IMMUNITY	Immune receptor	lectins	Ricin-type lectins	R-type lectins	Ricin_B_lectin	IPR000772						Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
IMMUNITY	Immune receptor	lectins	SUEL lectins	SUEL lectin	Lectin_gal-bd_dom	IPR000922						Gerdol 2017	10.25431/1824-307X/isj.v14i1.103-118	https://www.isj.unimore.it/index.php/ISJ/article/view/29/332
IMMUNITY	Immune receptor	lectins	VIgL _C-type lectin-related protein	CREP	"CTLD, Ig-like"	"IPR001304,IPR007110"	"IPR001304,IPR036179"		"IPR003961,IPR036116"			Dheilly et al. 2015	10.1016/j.dci.2014.10.009	https://www.sciencedirect.com/science/article/pii/S0145305X14002560
IMMUNITY	Immune receptor	lectins	VIgL _Galectin-related protein	GREP	"Galectin, Ig-like"	"IPR001079,IPR007110"	"IPR001079,IPR036179"					Dheilly et al. 2015	10.1016/j.dci.2014.10.009	https://www.sciencedirect.com/science/article/pii/S0145305X14002560
IMMUNITY	Immune receptor	lectins	VIgL_fibrinogen-related proteins	FREP	"Fibrinogen_a/b/g_C_dom, Ig-like"	"IPR002181,IPR007110"	"IPR002181,IPR036179"					Dheilly et al. 2015	10.1016/j.dci.2014.10.009	https://www.sciencedirect.com/science/article/pii/S0145305X14002560
IMMUNITY	Immune receptor	lectins	_-mannosidase-like protein	M-type lectin	Glyco_hydro_47	IPR001382						Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
IMMUNITY	Immune receptor	LRR-domain containing protein	Leucine rich repeat containg protein	LRR-other	LRR	IPR001611	IPR032675		"IPR007110,IPR007111,IPR000157"			Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	LRR-domain containing protein	Leucine rich repeate and immunoglobin domain containing protein	LRR-IG	"LRR, Ig"	"IPR001611,IPR007110"						Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	2'-5'-oligoadenylate synthetase	OAS	" 2-5-oligoAdlate_synth_1_dom2/C, NT_2-5OAS_ClassI-CCAase, Polymerase_NTP_transf_dom"	"IPR018952,IPR006116,IPR002934"				"P00973,P29728,Q9Y6K5"		Lamers et al. 2019	10.3389/fimmu.2019.01763	https://www.frontiersin.org/articles/10.3389/fimmu.2019.01763/full
IMMUNITY	Immune receptor	PRRs	ATP-binding cassette sub-family F member-like	ABCF1	"AAA+_ATPase,ABC_transporter-like_ATP-bd"	"IPR003593,IPR003439"				Q8NE71		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
IMMUNITY	Immune receptor	PRRs	ATP-dependent DNA helicase II/X-ray repair cross-complementing protein 5/6	Ku70/80	"Ku70/Ku80_beta-barrel_dom,Ku_C,Ku_N"	"IPR006164,IPR005160,IPR005161"				"P12956,P13010"	Q9I7M8	"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	"Beta 1,3-glucan recognition proteins"	GRP	BGBP_N	IPR031756					Q9NHB0	Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	CD36/scavenger receptor class B member 1-like	CD36-like	CD36/SCARB1/SNMP1	IPR005428	IPR002159			Q8WTV0		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	Cyclic GMP-AMP synthase	cGAS	Mab-21_dom	IPR024810				P78527		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	DNA repair protein RAD50	RAD50	"Rad50/SbcC_AAA,ABC_Rad50,Zn_hook_RAD50"	"IPR038729,IPR045171,IPR013134"	"IPR027417,IPR004584"			Q92878		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	DNA-dependent protein kinase-like	DNAPK	"DNA-PK_dom, DNAPKcs_CC5,DNAPKcs_CC3"	"IPR037706,IPR045581,IPR012582"	IPR037706			P78527		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	DNA-directed RNA polymerase III 	RNApol_III	"RNA_pol_Rpc34,WH_DNA-bd_sf"	"IPR007832,IPR036390"	"IPR016049,IPR036388"			Q9H1D9		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	Double-strand break repair protein MRE11-like	MRE11	"Mre11_N,Mre11_DNA-bd"	"IPR041796,IPR007281"	"IPR038487,IPR004843"			P49959		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	EIF2AK2/PKR-like	PKR	"EIF2AK2_DSRM_1,EIF2AK2_DSRM_2,Prot_kinase_dom"	"IPR044452,IPR044453,IPR000719"	"IPR014720,IPR000719"			P19525		Lamers et al. 2019	10.3389/fimmu.2019.01763	https://www.frontiersin.org/articles/10.3389/fimmu.2019.01763/full
IMMUNITY	Immune receptor	PRRs	Gram-negative bacteria binding-protein	GNBP	GH16	IPR000757					Q9NHB0	Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	High mobility group box proteins	HMGBs	HMG_box_dom	IPR009071	IPR036910			"P09429,P26583,O15347"		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
IMMUNITY	Immune receptor	PRRs	Pyrin and hematopoietic interferon-inducible nuclear (HIN) domain (PYHIN) proteins	AIM2-like/IFI16-like	"DAPIN, HIN200/IF120x"	"IPR004020,IPR004021"	"IPR011029,IPR004021"			"O14862,Q16666"		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	Leucine-rich repeat flightless-interacting protein 1-like	LRRFIP1	LRRFIP1/2	IPR019139				Q32MZ4		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
IMMUNITY	Immune receptor	PRRs	Monocyte differentiation antigen CD14	CD14	Monocyte_diff_Ag_CD14	IPR016337				P08571		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
IMMUNITY	Immune receptor	PRRs	Myeloid Differentiation factor 2/Lymphocyte antigen 96	MD2	ML_dom	IPR003172	IPR039217			Q9Y6Y9		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
IMMUNITY	Immune receptor	PRRs	NOD-like receptor	NLR	"NACHT, LRR"	"IPR007111,IPR001611"	"IPR007111,IPR032675"			"Q9Y239,Q9HC29,Q7RTR2,Q86WI3,Q86UT6,Q7RTR0,Q86W26,Q8WX94"		Wicherska-Pawowska et al. 2021	10.3390/ijms222413397	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8704656/
IMMUNITY	Immune receptor	PRRs	peptidoglycan recognition proteins	PGRP	PGRP_domain_met/bac	IPR006619				O75594		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	RIG-I-like receptors	RLR	"RIG-I_C,RLR_CTR"	"IPR011545,IPR041204,IPR021673"	IPR038557			"O95786,Q9BYX4,Q96C10"		Wicherska-Pawowska et al. 2021	10.3390/ijms222413397	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8704656/
IMMUNITY	Immune receptor	PRRs	scavenger receptor cysteine-rich domain containing protein	SRCR	SRCR	IPR001190				"Q4G0T1,Q8WTU2,A1L4H1"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
IMMUNITY	Immune receptor	PRRs	Stimulator of interferon genes 	STING/MITA	STING_C	IPR033952	IPR038623			Q86WV6		"Goubau et al. 2013,Paludan and Bowie 2013"	"10.1016/j.immuni.2013.05.007,10.1016/j.immuni.2013.05.004"	"https://www.sciencedirect.com/science/article/pii/S1074761313002045.,https://www.sciencedirect.com/science/article/pii/S107476131300201X"
IMMUNITY	Immune receptor	PRRs	Toll-like receptor	TLR	"TIR, LRR"	"IPR000157,IPR001611"	"IPR000157,IPR032675"	"IPR000157,IPR003591"		"Q15399,O60603,O15455,O00206,O60602,Q9Y2C9,Q9NYK1,Q9NR97,Q9NR96,Q9BXR5"		Wicherska-Pawowska et al. 2021	10.3390/ijms222413397	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8704656/
IMMUNITY	Immune receptor	PRRs	Z-DNA-binding proteins	ZBP/DAI	Z_dom	IPR042371			IPR002466	Q9H171		Paludan and Bowie 2013	10.1016/j.immuni.2013.05.004	https://www.sciencedirect.com/science/article/pii/S107476131300201X
REGULATORY PATHWAYS	Intracellular signal transduction	Apoptosis	Apoptosis regulator Bcl2- like	Bcl2-like	"Bcl-2_BH1-3,Bcl2_BH4"	"IPR026304,IPR003093"	IPR002475			Q07817		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	Apoptosis	Caspases	Caspase	Pept_C14A	IPR015917				"P29466,P42575,P42574,P49662,P51878,P55212,P55210,Q14790,P55211,Q92851"		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	Apoptosis	Fas apoptotic inhibitory molecule 	FAIM	FAIM1_dom_sf	IPR038513	IPR010695			Q9NVQ4		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	Apoptosis	Mitochondrial apoptosis-inducing factor	AIF	"AIF_C,FAD/NAD-binding_dom"	"IPR029324,IPR023753"	"IPR029324,IPR036188"			O95831		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	Apoptosis	Serine protease HTRA2	HTRA2	"PDZ,PDZ_6,Peptidase_S1C"	"IPR041489,IPR001478,IPR001940"				O43464		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	Baculoviral IAP repeat-containing proteins	IAPs	BIR_rpt	IPR001370				"Q13490,Q13489"		Seppala et al. 2021	10.1186/s12864-021-07428-1	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-021-07428-1
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin ligase Pellino	Pellino	Pellino_fam	IPR006800				"Q96FA3,Q9HAT8,Q8N2H9"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin-protein ligase RNF135/RING finger protein leading to RIG-I activation	RNF134/RIPLET	"RNF135_SPRY_PRY_dom,Znf_RING"	"IPR042723,IPR001841"	"IPR001870,IPR001841"			Q8IUD6		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin-protein ligase RNF31	HOIP	"IBR,BUP,RNF31-UBA,RNF31_C,TRIAD_supradom,Znf_RanBP2"	"IPR002867,IPR018997,IPR032065,IPR041031,IPR044066,IPR001876"	"IPR026254,IPR001876"			Q96EP0		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin-protein ligase TRIM	TRIM	"Znf_B-box,Znf_RING"	"IPR000315,IPR001841"				Q9BZY9		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin-protein ligase TRIM23	ARD1	"Bbox_C,Small_GTP-bd_dom,Znf-RING_LisH,Znf_B-box,Znf_C2H2_type"	"IPR003649,IPR005225,IPR027370,IPR000315,IPR013087"	"IPR024156,IPR013083,IPR036236"			P36406		Sparrer et al. 2017	10.1038/s41564-017-0017-2	https://pubmed.ncbi.nlm.nih.gov/28871090/
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin-protein ligase TRIM31	TRIM4	"PRY/SPRY_TRIM4, Znf_B-box,Znf_RING"	"IPR035829,IPR000315,IPR001841"	"IPR001870,IPR000315,IPR001841"			Q9C037		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	E3 ubiquitin/ISG15 ligase TRIM25/65	TRIM25/65	"B30.2/SPRY,SPRY,Znf_RING"	"IPR001870,IPR003877,IPR001841"	"IPR013320,IPR043136,IPR013083"			"Q14258,Q6PJ69"		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	RanBP-type and C3HC4-type zinc finger-containing protein 1 RBCK1	HOIL1	"TRIAD,Ubiquitin-like_dom,Znf-RING_LisH,Znf_RanBP2"	"IPR044066,IPR000626,IPR027370,IPR001876"	"IPR026261,IPR001841,IPR036443"			Q9BYM8		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	RNA-binding E3 ubiquitin-protein ligase MEX3C	MEX3C	"KH_dom_type_1,Znf_RING"	"IPR004088,IPR001841"	"IPR036612,IPR013083"			Q5U5Q3		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	Sharpin	SHARPIN	"Sharpin_PH,Znf_RanBP2,Ubiquitin-like_domsf"	"IPR031912,IPR001876,IPR029071"	"IPR026261,IPR000626,IPR036443"		IPR044066	Q9H0F6		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	Suppressor of cytokine signaling	SOCS	"SOCS2_SH2,SOCS_box"	"IPR035862,IPR001496"	"IPR036036,IPR000980"			"O15524,O14508"		Green and Speck 2018	10.3390/v10030133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5869526/
REGULATORY PATHWAYS	Intracellular signal transduction	E3 Ubiquitin ligases	TNF receptor-associated factors	TRAF	"Znf_TRAF,MATH/TRAF_dom,Znf_RING"	"IPR001293,IPR002083,IPR001841"	"IPR043211,IPR002083"			"Q13077,Q12933,Q13114,Q9BUZ4,O00463,Q9Y4K3,Q6Q0C0"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	Integrated stress response	"DNA damage-inducible transcript 3 protein (CHOP, c/EBPz/GADD153)"	DDIT3/CHOP	"bZIP,DNA_damage_induc_transcript_3"	"IPR004827,IPR016670"				P35638		Park et al. 2010	10.1074/jbc.M110.136259	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2975157/
REGULATORY PATHWAYS	Intracellular signal transduction	"Interleukins, Cytokines and Hematopoietins"	Granulins	Granulins	Granulin	IPR000118	IPR037277			P28799		Buddenbor et al. 2017	10.1371/journal.pntd.0005984	https://www.ncbi.nlm.nih.gov/pubmed/29045404
REGULATORY PATHWAYS	Intracellular signal transduction	"Interleukins, Cytokines and Hematopoietins"	Interferon alpha/beta receptor	IFNAR	"FN3_dom,Interferon/interleukin_rcp_dom"	"IPR003961,IPR015373"	"IPR013783,IPR015374"			"P17181,P48551"		Paludan and Bowie 2013	10.1016/j.immuni.2013.05.004	https://www.sciencedirect.com/science/article/pii/S107476131300201X
REGULATORY PATHWAYS	Intracellular signal transduction	"Interleukins, Cytokines and Hematopoietins"	Interleukin 17	IL-17	"IL-17_fam,Cystine-knot_cytokine"	"IPR010345,IPR029034"				"Q16552,Q9NRM6,Q9P0M4,Q8TAD2"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	"Interleukins, Cytokines and Hematopoietins"	Interleukin 17 receptor	IL17R	"SEFIR_dom,IL-17_rcpt-like"	"IPR013568,IPR039465"	IPR013568			"Q96F46,Q9NRM6,Q8NAC3,Q8NFM7"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	"Interleukins, Cytokines and Hematopoietins"	Macrophage migration inhibitory factor	MIF	Macrophage_inhib_fac_CS	IPR019829	IPR001398			P14174		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	JAK/STAT	Signal transducer and activator of transcription	STAT	"SH2,STAT_TF_alpha,STAT_TF_DNA-bd,STAT_TF_prot_interaction"	"IPR000980,IPR013800,IPR013801,IPR013799"	"IPR013801,IPR001217"			"P42224,P52630,P40763"		Green and Speck 2018	10.3390/v10030133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5869526/
REGULATORY PATHWAYS	Intracellular signal transduction	JAK/STAT	Tyrosine-protein kinase JAK	JAK	"Ser-Thr/Tyr_kinase_cat_dom,JAK1-3/TYK2_PHL_dom,FERM_F1,FERM_F2"	"IPR001245,IPR041381,IPR041155,IPR041046"	"IPR000719,IPR000299"			"P23458,O60674,P52333"		Green and Speck 2018	10.3390/v10030133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5869526/
REGULATORY PATHWAYS	Intracellular signal transduction	MAVS pathway	Mitochondrial Antiviral-Signaling Protein	MAVS	"CARD_IPS1, Mt_antiviral_sig_pro_met"	"IPR042144,IPR026148"	"IPR031964,IPR026148"			Q7Z434		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Activating protein 1 family	AP-1	"AP-1,bZIP"	"IPR000837,IPR004827"				"P05412,P01100,Q8WYK2,P15336,P18847"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Activating protein 1 JUN	JUN	"Leuzip_Jun, Bzip"	"IPR002112,IPR004827"
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Apoptosis signal-regulating kinase (MAP3Ks)	ASK	"MAP3K_PH, MAP3K_TRAF-bd,Prot_kinase_dom"	"IPR043969,IPR025136,IPR000719"				Q99683		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Dual specificity mitogen-activated protein kinase kinase	MAP2Ks	"Prot_kinase_dom,Ser/Thr_kinase_AS"	"IPR000719,IPR008271"				"Q02750,P36507,P46734,P45985,Q13163,P52564,O14733"		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Dual specificity mitogen-activated protein kinase kinase kinase	MAP3Ks	"Prot_kinase_dom,Ser/Thr_kinase_AS"	"IPR000719,IPR008271"				"Q6ZN16,Q13233,Q9Y2U5,Q99759,Q9Y6R4,Q99683,O95382,O43318,P41279,P80192,Q02779,Q16584,Q12852,O43283,Q99558"		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Extracellularly Regulated Kinase 1/2	ERK1/2	"ERK1/2,Prot_kinase_dom"	"IPR008349,IPR000719"				"P27361,P28482"		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Extracellularly Regulated Kinase 3/4	ERK3/4	"ERK3/4,Prot_kinase_dom"	"IPR008350,IPR000719"				"Q16659,P31152"		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Inhibitor of NFkB	IkB	Ankyrin_rpt	"IPR002110,IPR038753"	"IPR038753,IPR036770"			"P25963,Q15653,Q8NI38"	"Q03017,Q9VEZ5"	Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Inhibitor of nuclear factor kappa-B kinase subunit alpha	IKK	"IKBKB_SDD,Prot_kinase_dom"	"IPR041185,IPR000719"				O15111		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	IKKe/i	"Prot_kinase_dom,TBK1_CCD1,TBK1_ULD"	"IPR000719,IPR041309,IPR041087"				Q14164		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Interferon regulatory factor	IRF	Interferon_reg_fact_DNA-bd_dom	IPR001346				"P10914,P14316,Q14653,Q15306,Q13568,O14896,P10914,Q02556,Q00978"		Goubau et al. 2013	10.1016/j.immuni.2013.05.007	https://www.sciencedirect.com/science/article/pii/S1074761313002045
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Interleukin-1 receptor-associated kinase 1	IRAK	"Death_IRAK1,Prot_kinase_dom"	"IPR035533,IPR000719"	"IPR011029,IPR000719"			"P51617,O43187,Q9Y616,Q9NWZ3"		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	Major Vault Protein	MVP	"MVP_rep_dom,MVP_shoulder"	"IPR041139,IPR021870"	"IPR043023,IPR036013"			Q14764		Wang et al. 2020	10.1002/iub.2200	https://iubmb.onlinelibrary.wiley.com/doi/full/10.1002/iub.2200
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	MAP kinase-activated protein kinase 2	MK2	"MAPKAPK_C,Prot_kinase_dom,Ser/Thr_kinase_AS"	"IPR027442,IPR000719,IPR008271"				P49137		Manes and Nita-Lazar 2021	10.1128/mSystems.00336-21	https://journals.asm.org/doi/full/10.1128/mSystems.00336-21
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	MAP3K7/TGF-beta-activated kinase 1	TAK1	"MAPKKK7,Prot_kinase_dom,Ser-Thr/Tyr_kinase_cat_dom"	"IPR017421,IPR001245,IPR000719"				O43318		Zhang et al. 2015	10.1038/srep08693	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346834/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	"Mitogen activated protein kinase kinase kinase 10 (MST, MLK2)"	MAP3K10	"MAP3K10,Prot_kinase_dom"	"IPR015785,IPR000719"				Q02779		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
REGULATORY PATHWAYS	Intracellular signal transduction	NFkB/IRF pathway	"Mitogen activated protein kinase kinase kinase 12/13 (DLK, MEKK12/13)"	MAP3K12/13	"MAP3K12/13,Prot_kinase_dom"	"IPR017419,IPR000719"				"Q12852,O43283"		Huang et al. 2009	0.1016/j.cyto.2009.08.002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782697/
